ID,Center Name,ServeLesbian,ServeGay,ServeBisexual,ServeTransgender,GeoCoverage,WebPresence,WebAddress,NGOStatus,InOperation,SiteType,OrgType,PhisicalSpace,SpaceType,Street Address,City,State,Zip,SHServices,HealthScreenings,CTServices,SupportServices,BlackSpecific,LatinoSpecific,APISpecific,MaleSpecific,FemaleSpecific,GenerationSpecific,Source,CommunityCenter,CommHealthCenter,,,,,,
364,Northern Virginia Pride,1,1,1,1,2,1,http://www.novapride.org/,1,1,1,0,1,1,7918 Jones Branch Drive,McLean,Virginia,22102,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
365,Equalize,1,1,1,1,2,1,http://equalizeit.com/,1,1,0,0,0,0,9999,Portland,Oregon,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
366,Pride Winston Salem,1,1,1,1,2,1,http://www.pridews.org/,1,1,0,0,0,0,9999,Winston-Salem,North Carolina,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
367,Adam Foundation,1,1,1,1,2,1,http://adamfoundation.org/,1,1,0,0,0,0,9999,Winston-Salem,North Carolina,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
368,Equality Winston Salem,1,1,1,1,2,1,http://equalitywinstonsalem.org/,0,1,0,0,0,0,9999,Winston-Salem,North Carolina,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
369,Lambda Phoenix Center,1,1,1,1,2,1,http://phoenixpridelgbtcenter.org/lambda-phoenix-center/,1,1,1,0,1,1,2622 North 16th Street,Phoenix,Arizona,85016,0,1,0,0,0,0,0,0,0,0,6,1,1,,,,,,
370,"Room for All, Inc.",1,1,1,1,2,1,http://www.roomforall.com/,1,1,0,0,0,0,9999,Albany,New York,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
371,"GLBT of Hunterdon County, New Jersey",1,1,1,1,2,1,https://www.glbtofhunterdoncountyofnj.com/,1,1,1,0,1,2,65 Halsted Street,Clinton,New Jersey,08809,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
372,Des Moines Pride Center,1,1,1,1,2,1,http://www.lgbt-dsm.org/,1,1,1,0,1,1,1620 Pleasant Street,Des Moines,Iowa,50314,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
373,Wichita Two-Spirit Society,1,1,1,1,2,1,http://www.ict2ss.com/,1,1,1,0,1,2,650 North Seneca Street,Wichita,Kansas,67203,0,0,0,0,0,1,0,0,0,0,6,1,0,,,,,,
374,Gays in Faith Together,1,1,1,1,2,1,http://www.gaysinfaithtogether.org/,1,1,1,0,1,1,207 East Fulton,Grand Rapids,Michigan,49503,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
375,Pride  St. Louis,1,1,1,1,2,1,http://www.pridestl.org/,1,1,1,0,1,1,3738 Chouteau,St. Louis,Missouri,63110,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
376,LGBT of Walworth County,1,1,1,1,2,1,http://www.lgbtwalco.org/,1,1,1,0,1,1,672 West Main,Lake Geneva,Wisconsin,53147,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
377,Equality Alabama,1,1,1,1,2,1,http://www.equalityalabama.org/,1,1,0,0,0,0,9999,Birmingham,Alabama,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
378,Transgender Law Center,0,0,0,1,0,1,http://www.transgenderlawcenter.org/,1,1,1,0,1,1,1629 Telegraph Avenue,Oakland,California,94612,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
379,True Colors,1,1,1,1,2,1,http://www.ourtruecolors.org/,1,1,1,0,1,1,30 Arbor Street,Hartford,Connecticut,06106,0,0,0,0,0,0,0,0,0,1,6,1,0,,,,,,
380,"Claro, Inc",1,1,1,1,2,1,http://www.claroct.org/,1,1,1,0,1,1,56 Arbor Street,Hartford,Connecticut,06106,0,0,0,0,0,1,0,0,0,0,6,1,0,,,,,,
381,"Brother Help Thyself, Inc",1,1,1,1,2,1,http://www.brotherhelpthyself.org/,1,1,1,0,1,2,721 8th Street Southeast,Washington,District of Columbia,20003,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
382,"Charlotte Pride, Inc",1,1,1,1,2,1,http://charlottepride.org/,1,1,0,0,0,0,9999,Charlotte,North Carolina,28232,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
383,"The Friends of Gay Lesbian Bisexual & Transgender Youth, Inc",1,1,1,1,2,0,9999,1,9999,0,0,0,0,9999,9999,9999,09999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,6,0,0,,,,,,
384,LGBT Coalition of Western Massachusetts,1,1,1,1,2,1,http://www.lgbtcoalitionwma.org/,1,1,0,0,0,0,9999,Northampton,Massachusetts,01061,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
385,Gay Men's Domestic Violence Project,1,1,1,1,2,1,http://www.glbtqdvp.org/,1,1,1,0,1,1,955 Massachusetts Avenue,Cambridge,Massachusetts,02139,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
386,"Keshet, Inc - San Francisco",1,1,1,1,2,1,http://www.keshetonline.org/,1,1,2,0,1,1,290 Dolores Street,San Francisco,California,94103,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
387,"Keshet, Inc - Massachussets",1,1,1,1,2,1,http://www.keshetonline.org/,1,1,2,0,1,1,284 Amory Street,Jamaica Plain,Massachusetts,02130,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
388,Camp Aranutiq,0,0,0,1,0,1,http://www.harborcamps.org/,1,1,0,0,0,0,9999,Newton Lower Falls,Massachusetts,02462,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
389,Queer Women of Color Arts Project,1,0,1,1,2,1,http://www.qwocmap.org/,1,1,1,0,1,1,59 Cook Street,San Francisco,California,94118,0,0,0,0,1,1,1,0,1,0,6,1,0,,,,,,
390,"National Queer Asian Pacific Islander Alliance, Inc",1,1,1,1,2,1,www.nqapia.org/,1,1,1,0,1,1,233 Fifth Avenue,New York,New York,10016,0,0,0,0,0,0,1,0,0,0,6,1,0,,,,,,
391,Gay and Lesbian Armenian Society,1,1,1,1,2,1,http://www.gayandlesbianarmenians.com/,1,1,1,0,1,1,8721 Santa Monica Boulevard,West Hollywood,California,90069,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
392,Gay Asian Pacific Support Network,0,1,1,0,2,1,http://www.gapsn.org/,1,1,0,0,0,0,9999,9999,9999,09999,0,0,0,0,0,,1,1,0,0,6,0,0,,,,,,
393,Alaskans Together Foundation,1,1,1,1,1,1,http://www.alaskanstogether.org/,1,1,0,0,0,0,9999,Anchorage,Alaska,99529,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
394,Empowering Queer Activists and Leaders - Equal Youth Center,1,1,1,1,2,1,https://www.facebook.com/EQUALKC/timeline,1,1,0,0,0,0,9999,Kansas City,Missouri,64171,0,0,0,0,0,0,0,0,0,1,6,0,0,,,,,,
395,Flint Hills Human Rights Project,1,1,1,1,2,1,http://www.fhhrp.com/,1,1,0,0,0,0,9999,Manhattan,Kansas,66505,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
396,Passages,1,1,1,1,2,1,http://www.kcpassages.org/site/,1,1,1,0,1,2,620 East Armour Boulevard,Kansas City,Missouri,64109,1,0,0,0,0,0,0,0,0,1,6,1,1,,,,,,
397,Kansas City Bear Mafia,0,1,1,0,2,1,http://kcbearmafia.org/,1,1,0,0,0,0,9999,Kansas City,Kansas,9999,0,0,0,0,0,0,0,1,0,0,6,0,0,,,,,,
398,Equality Maine,1,1,1,1,1,1,http://equalitymaine.org/,1,1,1,0,1,1,550 Forest Avenue,Portland,Maine,04101,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
399,Deserve to Know,0,1,1,0,1,1,http://deservetoknowme.org/,0,1,0,0,0,0,9999,9999,Maine,9999,0,0,0,0,0,0,0,1,0,0,6,0,0,,,,,,
400,Coastal Women's Connection,1,0,1,0,1,1,http://www.geocities.ws/coastalwomensconnection/,0,0,0,0,0,0,9999,9999,Maine,9999,0,0,0,0,0,0,0,0,1,0,6,0,0,,,,,,
401,Maine TransNet,0,0,0,1,1,1,http://www.mainetransnet.org/,1,1,0,0,0,0,9999,Westbrook,Maine,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
402,Trans Youth Equality,0,0,0,1,1,1,http://www.transyouthequality.org/,1,1,0,0,0,0,9999,Portland,Maine,04112,0,0,0,0,0,0,0,0,0,1,6,0,0,,,,,,
403,Lesbian Moms Network,1,0,0,0,2,1,http://www.lmnetwork.org/,1,1,0,0,0,0,9999,Ann Arbor,Michigan,9999,0,0,0,0,0,0,0,0,1,0,6,0,0,,,,,,
404,Diversity Collective Ventura County,1,1,1,1,2,1,http://www.diversitycollective.org/,1,1,0,0,0,0,9999,Ventura,California,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
405,Empire State Pride Agenda Foundation,1,1,1,1,1,1,http://www.prideagenda.org/,1,1,1,0,1,1,80 Malden Lane,New York,New York,10038,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
406,Center for Black Equity,1,1,1,1,0,1,http://www.centerforblackequity.org/,1,1,1,0,1,1,1806 Vernon Street Northwest,Washington,District of Columbia,20009,0,0,0,0,1,0,0,0,0,0,6,0,0,,,,,,
407,Gay & Lesbian Fund of Vermont,1,1,1,1,1,1,http://www.glfundvt.org/,1,1,0,0,0,0,9999,Randolph,Vermont,05060,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
408,Sylvia Rivera Law Project,0,0,0,1,0,1,http://srlp.org/,1,1,1,0,1,1,147 West 24th Street,New York,New York,10011,0,0,0,0,1,1,1,0,0,0,6,0,0,,,,,,
409,Kansas City Anti-Violence Project,1,1,1,1,2,1,http://www.kcavp.org/,1,1,0,0,0,0,9999,Kansas City,Missouri,64141,0,0,1,0,0,0,0,0,0,0,6,0,0,,,,,,
410,Virginia Anti-Violence Project,1,1,1,1,1,1,http://virginiaavp.org/,1,1,0,0,0,0,9999,Richmond,Virginia,23221,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
411,Western New York Anti-Violence Project,1,1,1,1,2,1,http://wnyavp.org/,1,1,1,0,1,1,3105 Main Street,Buffalo,New York,14214,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
412,Matthew Shephard Foundation,1,1,1,1,0,1,http://www.matthewshepard.org/,1,1,1,0,1,1,1530 Blake Street,Denver,Colorado,80202,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
413,Gender Justice Los Angeles,0,0,0,1,2,1,http://www.gjla.org/,1,1,1,0,1,2,1730 West Olympic Boulevard,Los Angeles,California,90015,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
414,Gender Justice Nevada,0,0,0,1,1,1,http://genderjusticenv.org/,1,1,1,0,1,2,401 South Maryland Parkway,Las Vegas,Nevada,89101,0,0,1,0,0,0,0,0,0,0,6,1,1,,,,,,
415,Prism Center,1,1,1,1,2,1,https://www.facebook.com/RainbowCenterJxn/timeline,0,1,0,0,0,0,9999,Jackson,Mississippi,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
416,Unity Mississippi,1,1,1,1,1,1,http://unityms.org/about,1,0,0,0,0,0,9999,Jackson,Mississippi,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
417,Rise Above for Youth - Mike's Place,1,1,1,1,1,1,http://www.riseabove4youth.org/,1,1,0,0,0,0,9999,Clinton,Mississippi,39056,0,0,0,0,0,0,0,0,0,1,6,0,0,,,,,,
418,"The Northwest Network of Bisexual, Trans, Lesbian & Gay Survivors of Abuse",1,1,1,1,2,1,http://www.nwnetwork.org/,1,1,0,0,0,0,9999,Seattle,Washington,98118,0,0,0,1,0,0,0,0,0,0,6,0,0,,,,,,
419,Equality California Institute,1,1,1,1,1,1,http://www.eqca.org/,1,1,1,0,1,1,202 West 1st Street,Los Angeles,California,90012,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
420,The Gay Christian Network,1,1,1,1,0,1,http://www.gaychristian.net/,1,1,0,0,0,0,9999,Raleigh,North Carolina,27619,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
421,"Lavendar Youth Recreation and Information Center, Inc.",1,1,1,1,2,1,http://www.lyric.org/,1,1,1,0,1,1,127 Collingwood Street,San Francisco,California,94114,0,0,0,0,0,0,0,0,0,1,6,1,0,,,,,,
422,"Equality Florida Institute, Inc.",1,1,1,1,1,1,http://eqfl.org/,1,1,0,0,0,0,9999,Saint Petersburg,Florida,33733,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
423,National Center for Equality and Innovation,1,1,1,1,0,1,http://www.nationalcei.org/,1,1,0,0,0,0,9999,Ringtown,Pennsylvania,17967,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
424,Trans Pride Initiative,0,0,0,1,0,1,http://tpride.org/,1,1,0,0,0,0,9999,Dallas,Texas,75208,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
425,"Transcending Boundarires, Inc.",1,1,1,1,0,1,http://www.transcendingboundaries.org/,1,1,0,0,0,0,9999,East Berlin,Connecticut,06023,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
426,"Out As I Want to Be, Inc.",1,1,1,1,2,1,http://www.outmidcoast.org/,1,1,1,0,1,1,328 Main Street,Rockland,Maine,04841,0,0,0,0,0,0,0,0,0,1,6,1,0,,,,,,
427,"Lexington Fairness, Inc.",1,1,1,1,2,1,http://www.lexfair.org/,1,1,0,0,0,0,9999,Lexington,Kentucky,40588,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
428,Bisexual Organizing Project,0,0,1,0,2,1,http://www.bisexualorganizingproject.org/,1,1,1,0,1,2,310 East 38th Street,Minneapolis,Minnesota,55409,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
429,"Gay & Lesbian Leadership Institute, Inc.",1,1,1,1,0,1,http://www.glli.org/,1,1,0,0,0,0,9999,Washington,District of Columbia,20005,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
430,Equality Federation,1,1,1,1,0,1,http://www.equalityfederation.org/,1,1,1,0,1,1,818 Southwest 3rd Avenue,Portland,Oregon,97204,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
431,"Two Spirit Health Services, Inc.",1,1,1,1,2,1,http://www.twospirithealth.org/,1,1,1,0,1,1,801 Magnolia Avenue,Orlando,Florida,32802,1,1,1,0,0,0,0,0,0,0,6,1,1,,,,,,
432,Texas Two Spirit Society,1,1,1,1,1,1,http://texastwospirits.com/,1,1,0,0,0,0,9999,Dallas,Texas,75214,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
433,Armenian Gay & Lesbian Association of New York,1,1,1,1,1,1,http://aglany.org/,1,1,0,0,0,0,9999,Brooklyn,New York,11211,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
434,Reconciling Ministries Network,1,1,1,1,0,1,http://www.rmnetwork.org/newrmn/,1,1,1,0,1,1,123 West Madison Street,Chicago,Illinois,60602,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
435,"Identity, Inc. Community Center",1,1,1,1,2,1,http://identity-inc.org/,1,1,1,0,1,1,218 West Main Street,Farmington,New Mexico,87401,0,0,0,1,0,0,0,0,0,0,6,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,194,,,,,,
